folio_i,folio_int,sexo,edad,peso,estatura,imc,muestra_suero,ac_urico,albu,col_hdl,col_ldl,colest,creat,glu_suero,insulina,trig,hb1ac,ponde_venosa,estrato,est_sel,ponde_hemo,riesgo_diabetes_cat,nombre_completo,nss,CURP,unidad_medica
2024_19048021,2024_19048021_02,Mujer,28,64.2,154.9,,1,4,4.2,35,83,132,0.66,93,6,170,,"3,739,800,176",3,193,"2,765,033,373",0,Martha Rodriguez Cortes,78944760300,MAM70048021HDFRRA01,Unidad Médica Familiar 22
2024_19048023,2024_19048023_03,Mujer,64,,,,1,3.2,2.9,24,48,79,0.56,96,12.4,89,,"3,886,804,827",3,193,"2,371,759,327",0,Ana Ramirez Ramirez,21947467927,ANM22048023HDFRRA01,HGZ 1 - Centro
2024_19048039,2024_19048039_01,Hombre,36,51.15,160.9,,1,3.7,4.2,66,63,136,0.65,92,6.6,105,,"2,117,386,913",3,193,,0,Miguel Garcia Garcia,54998863492,MIH97048039HDFRRA01,Unidad Médica Familiar 22
2024_19048040,2024_19048040_01,Hombre,57,82.95,172,,1,7.9,4.1,33,110,178,1,142,48.7,503,,"320,138,429",3,193,,2,Roberto Cortes Ramirez,39938187318,ROH23048040HDFRRA01,Unidad Médica Familiar 22
2024_19048041,2024_19048041_02,Mujer,33,53,151,,1,2.8,3.2,41,59,105,0.52,100,4.2,112,,"2,961,947,838",3,193,"2,665,344,384",2,Isabel Rodriguez Perez,55889573299,ISM58048041HDFRRA01,Clínica 14 - Santa Fe
2024_19048045,2024_19048045_02,Mujer,50,77.55,153,,1,4.8,3.6,50,95,146,0.76,102,8,117,,,3,193,,2,Maria Martinez Hernandez,64798616783,MAM13048045HDFRRA01,Centro de Salud Urbano N01
2024_19048045,2024_19048045_03,Hombre,25,65.75,179.5,,1,4.7,3.8,40,58,98,0.98,122,33.3,82,,"1,759,383,463",3,193,,2,Javier Rodriguez Sanchez,36729810573,JAH19048045HDFRRA01,Hospital Regional Sur
2024_19048060,2024_19048060_01,Mujer,52,88.85,143,,1,3,3.3,54,114,169,0.43,76,20.7,121,,"1,724,624,541",3,193,,0,Elena Garcia Perez,94975824290,ELM72048060HDFRRA01,HGZ 1 - Centro
2024_19048060,2024_19048060_04,Mujer,22,80.5,153.4,,1,2.4,2.8,42,87,126,0.32,68,16.9,102,,,3,193,"4,176,291,546",0,Elena Rodriguez Perez,26708037453,ELM22048060HDFRRA01,Clínica 14 - Santa Fe
2024_19048064,2024_19048064_01,Mujer,62,,,,1,6,3,39,96,152,0.81,215,17.3,160,9,"1,097,631,919",3,193,"1,825,405,412",2,Beatriz Rodriguez Rodriguez,95724554896,BEM58048064HDFRRA01,Hospital Regional Sur
2024_19048064,2024_19048064_03,Mujer,25,136.35,153.1,,1,5.1,3.8,57,92,141,0.72,83,17,64,,"1,779,338,628",3,193,"1,921,391,116",0,Martha Gonzalez Perez,81795327893,MAM53048064HDFRRA01,Hospital Regional Sur
2024_19048068,2024_19048068_01,Hombre,,68.7,156.6,,1,4,3.7,48,104,151,0.7,311,14.8,95,,"192,317,591",3,193,,2,Luis Garcia Cortes,91885333822,LUH42048068HDFRRA01,HGZ 1 - Centro
2024_19048074,2024_19048074_01,Hombre,54,85.4,175,,1,5.7,3.3,38,87,139,0.85,97,10.8,154,,"5,229,997,143",3,193,,0,Miguel Martinez Ramirez,30969961991,MIH64048074HDFRRA01,Hospital Regional Sur
2024_19048088,2024_19048088_01,Hombre,33,77.85,169.5,,1,6.4,3.6,31,83,128,0.99,83,3.3,248,,"1,777,972,096",3,193,,0,Ricardo Perez Rodriguez,29938390840,RIH72048088HDFRRA01,Hospital Regional Sur
2024_18015012,2024_18015012_01,Mujer,31,57.35,150,,1,5,4.4,38,126,189,0.62,100,6.5,123,5,"1,749,420,701",2,182,"1,087,950,118",2,Martha Garcia Perez,21915930419,MAM94015012HDFRRA01,Hospital Regional Sur
2024_18015022,2024_18015022_01,Hombre,69,,,,1,5.4,3.7,55,68,127,0.72,137,16.7,61,,"7,537,508,638",2,182,"6,865,715,652",2,Antonio Cortes Martinez,81746013446,ANH96015022HDFRRA01,Unidad Médica Familiar 22
2024_18015027,2024_18015027_02,Mujer,70,,,,1,3.3,3.5,57,104,176,0.67,89,2.4,69,,"1,331,407,173",2,182,"9,118,768,096",0,Isabel Ramirez Perez,30836863111,ISM37015027HDFRRA01,Unidad Médica Familiar 22
2024_18015031,2024_18015031_02,Mujer,52,80.5,156,,1,4.7,3.5,54,85,148,0.55,88,11.5,105,,"7,451,819,843",2,182,,0,Elena Perez Garcia,41788622387,ELM30015031HDFRRA01,Centro de Salud Urbano N01
2024_10032012,2024_10032012_02,Mujer,59,63.7,161.8,,1,4.2,3,37,84,132,0.7,250,8.4,160,,,2,102,,2,Sofia Rodriguez Martinez,95749663036,SOM15032012HDFRRA01,Hospital Regional Sur
2024_10032018,2024_10032018_01,Hombre,84,,,,1,4.3,2.9,31,104,149,0.96,78,6.3,119,,"58,628,793",2,102,"5,826,949,227",0,Eduardo Sanchez Gonzalez,26868062075,EDH49032018HDFRRA01,Hospital Regional Sur
2024_10032033,2024_10032033_01,Mujer,68,,,,1,4.4,3,35,100,140,0.59,86,7.7,169,,"5,996,509,364",2,102,"2,537,193,737",0,Isabel Perez Sanchez,49936574570,ISM35032033HDFRRA01,Hospital Regional Sur
2024_20500006,2024_20500006_02,Mujer,31,56.8,147.8,26,1,4.4,3.8,32,82,108,0.56,94,4.5,53,,"1,828,221,275",1,201,"1,943,433,358",1,Lucia Cortes Martinez,76825817106,LUM99500006HDFRRA01,Hospital Regional Sur
2024_20500009,2024_20500009_01,Mujer,,,,,1,3.4,3.8,43,80,127,0.59,109,6.7,86,,"7,653,595,771",1,201,"6,288,479,148",2,Beatriz Cortes Ramirez,24839489799,BEM58500009HDFRRA01,Clínica 14 - Santa Fe
2024_20500010,2024_20500010_01,Hombre,33,66.45,154.3,,1,5.1,3.7,34,104,134,0.76,89,4.2,68,,"3,564,943,404",1,201,,0,Raffael Garcia Cortes,40928883071,RAH27500010HDFRRA01,Unidad Médica Familiar 22
2024_20500012,2024_20500012_02,Mujer,57,46.85,142.9,,1,2.7,4.2,56,140,235,0.59,114,1.9,312,,"1,530,719,154",1,201,,2,Martha Sanchez Gonzalez,85716312076,MAM78500012HDFRRA01,HGZ 1 - Centro
2024_20500013,2024_20500013_01,Mujer,32,69.65,151.5,,1,4.6,3.8,38,146,194,0.43,210,6.1,219,,"7,949,225,398",1,201,"4,494,298,427",2,Martha Rodriguez Martinez,17864075577,MAM23500013HDFRRA01,Clínica 14 - Santa Fe
2024_20500014,2024_20500014_01,Mujer,45,44.05,137.6,,1,4.8,3.6,38,100,139,0.48,89,3.4,81,,"7,653,595,771",1,201,"8,412,754,892",0,Isabel Cortes Perez,47737445527,ISM77500014HDFRRA01,HGZ 1 - Centro
2024_20500021,2024_20500021_02,Mujer,30,50.6,144.8,,1,5.9,3.6,37,66,122,0.61,89,5.4,298,,"1,729,882,718",1,201,"1,838,897,635",0,Ximena Garcia Martinez,11997819494,XIM20500021HDFRRA01,Unidad Médica Familiar 22
2024_20500025,2024_20500025_02,Mujer,55,64.2,145.2,,1,3.9,4.3,40,111,168,0.57,92,14.7,209,,"1,448,382,998",1,201,,0,Gabriela Garcia Gonzalez,93765667803,GAM50500025HDFRRA01,Centro de Salud Urbano N01
2024_20515003,2024_20515003_02,Hombre,77,,,,1,4.4,2,23,76,107,0.62,86,8.2,100,,"2,898,104,827",2,202,"2,851,726,714",0,Miguel Lopez Garcia,24829035084,MIH53515003HDFRRA01,Centro de Salud Urbano N01
2024_20515003,2024_20515003_03,Mujer,30,70.5,167.4,,1,3.9,3.4,42,79,132,0.74,84,3,90,,"1,313,262,439",2,202,"1,016,701,568",0,Elena Ramirez Lopez,83734554655,ELM32515003HDFRRA01,Centro de Salud Urbano N01
2024_20515009,2024_20515009_01,Mujer,72,,,,1,3.9,3.6,37,105,149,0.56,144,12.2,142,,"155,284,479",2,202,"2,246,655,764",2,Beatriz Sanchez Martinez,20729835416,BEM65515009HDFRRA01,Centro de Salud Urbano N01
2024_20515018,2024_20515018_01,Hombre,60,,,,1,5.7,3.7,40,76,141,0.95,111,60.2,274,,"2,805,532,195",2,202,"5,297,702,609",2,Raffael Lopez Sanchez,54895568274,RAH71515018HDFRRA01,Unidad Médica Familiar 22
2024_20515021,2024_20515021_01,Mujer,84,,,,1,5.2,3.1,32,66,102,0.94,99,4.3,109,,"1,697,698,793",2,202,"1,279,942,973",0,Elena Cortes Lopez,95904228979,ELM22515021HDFRRA01,Hospital Regional Sur
2024_04012001,2024_04012001_02,Mujer,67,,,,1,4.1,3.7,41,105,170,0.61,96,21.7,170,,"5,161,044,059",2,42,"3,113,716,967",0,Isabel Perez Perez,58864286241,ISM67012001HDFRRA01,Hospital Regional Sur
2024_04012001,2024_04012001_04,Mujer,31,73.7,157.4,,1,3.7,3.9,43,104,153,0.52,100,44.3,95,,"7,298,708,681",2,42,"7,723,041,882",2,Sofia Garcia Lopez,42956473479,SOM22012001HDFRRA01,Centro de Salud Urbano N01
2024_04012002,2024_04012002_01,Mujer,67,,,,1,4.4,3.4,49,138,205,0.56,86,8.1,137,,"2,580,522,029",2,42,"1,556,858,483",0,Sofia Sanchez Perez,86949813605,SOM66012002HDFRRA01,HGZ 1 - Centro
2024_04012004,2024_04012004_02,Mujer,56,93.4,161.3,,1,4.1,2.8,42,116,154,0.44,70,7.1,73,,"5,161,044,059",2,42,,0,Isabel Martinez Martinez,98815825778,ISM24012004HDFRRA01,Clínica 14 - Santa Fe
2024_04012004,2024_04012004_03,Mujer,20,96.1,170.5,,1,3.8,3.2,33,75,104,0.43,76,14.1,80,,"4,310,045,163",2,42,"3,575,057,462",0,Beatriz Cortes Cortes,77864766420,BEM13012004HDFRRA01,Hospital Regional Sur
2024_04012008,2024_04012008_01,Hombre,60,,,,1,5.3,3.5,30,94,144,0.65,91,5.7,116,5,"3,483,833,511",2,42,"3,012,939,007",0,Ricardo Martinez Martinez,91814427644,RIH12012008HDFRRA01,Hospital Regional Sur
2024_04012011,2024_04012011_01,Mujer,44,62.75,157.8,,1,4,3.4,42,94,136,0.61,83,4.2,60,,"3,569,001,584",2,42,"3,776,496,627",0,Gabriela Gonzalez Sanchez,82819868269,GAM56012011HDFRRA01,HGZ 1 - Centro
2024_04012012,2024_04012012_01,Hombre,68,,,,1,5.9,3.5,39,72,116,0.88,144,17.7,79,,"1,741,916,755",2,42,"1,506,469,504",2,Raffael Garcia Ramirez,10719088258,RAH91012012HDFRRA01,HGZ 1 - Centro
2024_04012012,2024_04012012_02,Hombre,36,77.4,167.5,,1,4.8,3.6,37,101,145,0.87,87,4,80,,"1,009,361,813",2,42,,0,Javier Martinez Hernandez,61708941792,JAH94012012HDFRRA01,HGZ 1 - Centro
2024_04012016,2024_04012016_01,Mujer,69,,,,1,3.9,2.6,40,62,106,0.68,115,6.3,67,,"1,735,178,606",2,42,"1,046,853,118",2,Lucia Perez Garcia,34765486520,LUM41012016HDFRRA01,Hospital Regional Sur
2024_11037001,2024_11037001_03,Hombre,45,55.55,163.3,,1,3.9,3.8,58,103,163,0.95,104,6.7,98,,"6,806,206,689",2,112,,2,Luis Gonzalez Hernandez,81769726289,LUH13037001HDFRRA01,Hospital Regional Sur
2024_11037005,2024_11037005_01,Hombre,57,90.3,174.2,,1,5.5,4,25,58,99,0.84,169,34.6,169,,"4,537,471,126",2,112,,2,Ricardo Perez Rodriguez,91909127851,RIH79037005HDFRRA01,Clínica 14 - Santa Fe
2024_11037007,2024_11037007_01,Hombre,50,79.8,169.5,,1,6.5,3.2,31,138,174,0.81,79,7.2,99,,"1,689,618,104",2,112,,0,Raffael Perez Lopez,26895687596,RAH86037007HDFRRA01,Clínica 14 - Santa Fe
2024_11037009,2024_11037009_01,Mujer,40,59.1,146.5,,1,4.6,3.5,38,105,174,0.43,83,14.7,282,,,2,112,"3,820,151,902",0,Sofia Gonzalez Hernandez,98919452664,SOM75037009HDFRRA01,HGZ 1 - Centro
2024_11037011,2024_11037011_02,Mujer,68,,,,1,3.8,3.9,43,97,158,0.79,110,70,155,,"4,721,289,156",2,112,"2,718,908,838",2,Isabel Hernandez Gonzalez,75954892144,ISM87037011HDFRRA01,Hospital Regional Sur
2024_11037015,2024_11037015_01,Hombre,48,95,178.5,,1,4.7,3,29,88,115,0.77,99,53.2,121,,,2,112,,0,Miguel Sanchez Garcia,42759558616,MIH32037015HDFRRA01,Hospital Regional Sur
2024_11037023,2024_11037023_01,Mujer,49,57.8,142.9,,1,3.4,3.1,36,85,121,0.43,72,3.7,78,5,"3,563,701,807",2,112,"4,121,911,129",0,Ana Ramirez Rodriguez,11996363534,ANM82037023HDFRRA01,HGZ 1 - Centro
2024_11037027,2024_11037027_01,Mujer,52,64.2,150,,1,4.1,3.1,25,60,83,0.61,123,7.4,74,,"6,823,359,361",2,112,,2,Beatriz Garcia Gonzalez,26817337842,BEM18037027HDFRRA01,Hospital Regional Sur
2024_11037027,2024_11037027_02,Hombre,25,59.1,151.7,,1,4.8,3.4,27,82,114,0.72,68,5.4,201,,,2,112,,0,Carlos Sanchez Garcia,83709977058,CAH93037027HDFRRA01,Hospital Regional Sur
2024_11037028,2024_11037028_03,Mujer,53,77.3,154.8,,1,4.3,3.9,44,99,143,0.82,79,8.9,118,,,2,112,,0,Sofia Rodriguez Ramirez,15778683479,SOM67037028HDFRRA01,Unidad Médica Familiar 22
2024_13057002,2024_13057002_01,Mujer,33,55.1,148.7,,1,2.7,4.5,54,134,209,0.63,80,4.3,140,,"1,573,599,654",1,131,"1,183,579,064",0,Gabriela Gonzalez Gonzalez,20869624257,GAM31057002HDFRRA01,Clínica 14 - Santa Fe
2024_13057002,2024_13057002_02,Mujer,66,,,,1,2.8,4.3,54,114,192,0.59,93,4.4,70,,"7,591,309,443",1,131,"7,055,316,133",0,Elena Ramirez Hernandez,94806393962,ELM54057002HDFRRA01,Hospital Regional Sur
2024_13057005,2024_13057005_02,Mujer,49,61.8,140.6,,1,4.5,3.8,58,140,212,0.71,97,10.8,114,,"1,518,261,889",1,131,"1,864,041,403",0,Elena Hernandez Ramirez,25984915056,ELM13057005HDFRRA01,Hospital Regional Sur
2024_13057005,2024_13057005_03,Mujer,23,93.7,158.5,,1,5.3,4.2,35,90,152,0.79,113,21.7,194,,"3,113,245,393",1,131,"1,039,083,564",2,Martha Gonzalez Ramirez,98758291142,MAM98057005HDFRRA01,Hospital Regional Sur
2024_13057007,2024_13057007_01,Mujer,79,,,,1,6.4,4,65,113,193,0.63,98,16.9,110,,"7,591,309,443",1,131,"7,055,316,133",0,Beatriz Garcia Garcia,56705694632,BEM74057007HDFRRA01,Clínica 14 - Santa Fe
2024_13057009,2024_13057009_01,Hombre,60,,,,1,7.8,4.2,43,120,174,0.87,95,12.8,155,,"1,295,783,723",1,131,"1,842,295,796",0,Miguel Martinez Perez,26804532224,MIH38057009HDFRRA01,Clínica 14 - Santa Fe
2024_13057013,2024_13057013_01,Hombre,44,70.35,166.9,,1,5.9,4,37,113,187,0.92,84,7,245,,"8,639,254,897",1,131,,0,Ricardo Rodriguez Gonzalez,31849799528,RIH92057013HDFRRA01,Unidad Médica Familiar 22
2024_13057016,2024_13057016_01,Mujer,75,,,,1,5.9,4.1,41,64,134,0.75,107,10.8,184,6,"7,591,309,443",1,131,"7,055,316,133",2,Martha Garcia Hernandez,65757235198,MAM98057016HDFRRA01,Clínica 14 - Santa Fe
2024_13057016,2024_13057016_02,Hombre,39,58.85,160.6,,1,4.8,4.5,48,79,141,0.93,85,4.8,104,,"4,319,627,449",1,131,,0,Javier Hernandez Gonzalez,56815958407,JAH82057016HDFRRA01,HGZ 1 - Centro
2024_13057020,2024_13057020_02,Mujer,33,66.25,150.8,,1,4.7,4.3,52,93,150,0.64,96,12.7,59,,"3,199,242,053",1,131,"2,406,301,948",0,Beatriz Hernandez Cortes,42857030539,BEM71057020HDFRRA01,Clínica 14 - Santa Fe
2024_13057024,2024_13057024_01,Mujer,85,,,,1,3.3,4.3,72,97,217,0.68,90,33.6,174,,"1,543,368,184",1,131,"1,434,396,862",0,Isabel Hernandez Gonzalez,22716313995,ISM34057024HDFRRA01,Clínica 14 - Santa Fe
2024_13057028,2024_13057028_01,Mujer,64,,,,1,5,4,49,143,209,0.87,89,11.3,106,,"7,716,840,919",1,131,"7,171,984,312",0,Ximena Lopez Martinez,91938575067,XIM35057028HDFRRA01,HGZ 1 - Centro
2024_13057028,2024_13057028_03,Mujer,21,70.75,160.5,,1,5.2,4.1,49,122,193,0.92,92,12.6,102,,"3,199,242,053",1,131,"2,406,301,948",0,Ximena Hernandez Gonzalez,19715447946,XIM25057028HDFRRA01,Clínica 14 - Santa Fe
2024_13057030,2024_13057030_01,Hombre,65,,,,1,4.1,4.1,47,71,138,0.76,101,15.3,91,,"2,634,422,145",1,131,"3,745,520,768",2,Ricardo Hernandez Hernandez,55818585763,RIH69057030HDFRRA01,Unidad Médica Familiar 22
2024_13057031,2024_13057031_01,Hombre,50,94.7,167.5,,1,9.9,3.8,38,126,191,0.88,99,4.8,166,6,"2,192,971,209",1,131,,2,Roberto Martinez Sanchez,90958081614,ROH37057031HDFRRA01,Centro de Salud Urbano N01
2024_13057031,2024_13057031_02,Mujer,38,65.3,146.7,,1,4.3,4.3,39,95,151,0.66,86,9.7,123,,"1,599,621,026",1,131,"1,203,150,974",0,Martha Garcia Sanchez,13974136623,MAM64057031HDFRRA01,Clínica 14 - Santa Fe
2024_07083022,2024_07083022_01,Hombre,37,79.85,167.2,,1,5.2,3.9,35,120,175,0.76,93,13.2,134,,"9,002,973,251",1,71,,0,Ricardo Rodriguez Cortes,11764092786,RIH27083022HDFRRA01,Hospital Regional Sur
2024_07083023,2024_07083023_02,Hombre,60,70.1,161.3,,1,4.8,3.8,86,91,229,0.61,180,2.5,337,,"5,574,457,161",1,71,,2,Raffael Cortes Garcia,78935076811,RAH14083023HDFRRA01,Unidad Médica Familiar 22
2024_07083023,2024_07083023_03,Mujer,30,113.85,166.5,,1,5.5,3.5,36,114,184,0.53,83,20.1,267,,"3,061,496,962",1,71,"479,499,183",0,Beatriz Hernandez Rodriguez,60707927465,BEM57083023HDFRRA01,HGZ 1 - Centro
2024_07083025,2024_07083025_01,Hombre,63,,,,1,5.5,3.8,81,109,216,0.85,93,3.4,87,,"5,574,457,161",1,71,"4,608,565,031",0,Raffael Lopez Sanchez,93889829344,RAH24083025HDFRRA01,Unidad Médica Familiar 22
2024_07083031,2024_07083031_01,Hombre,79,,,,1,4.9,3.9,51,152,204,0.72,87,16.9,96,,"5,574,457,161",1,71,"4,608,565,031",0,Juan Hernandez Gonzalez,64724284138,JUH99083031HDFRRA01,Centro de Salud Urbano N01
2024_07083031,2024_07083031_03,Hombre,42,85.2,158.5,,1,8,4.1,33,137,185,0.79,96,27.3,147,,"9,002,973,251",1,71,,0,Juan Hernandez Hernandez,31837216979,JUH62083031HDFRRA01,Unidad Médica Familiar 22
2024_07083036,2024_07083036_02,Mujer,39,89.85,158.2,,1,4.1,3.5,49,94,164,0.45,82,12,236,,"811,652,036",1,71,"1,119,980,996",0,Lucia Ramirez Sanchez,61995452899,LUM79083036HDFRRA01,Centro de Salud Urbano N01
2024_24035002,2024_24035002_01,Mujer,85,,,,1,4.2,3.2,46,96,158,0.73,126,33.2,181,,"1,604,640,119",3,243,"3,129,974,029",2,Sofia Perez Hernandez,89707062422,SOM15035002HDFRRA01,Hospital Regional Sur
2024_24035022,2024_24035022_01,Hombre,71,,,,1,4.2,3.2,35,109,158,0.75,90,5.5,97,,"3,339,312,614",3,243,"2,466,577,851",0,Luis Sanchez Sanchez,74874665744,LUH73035022HDFRRA01,Hospital Regional Sur
2024_24035025,2024_24035025_01,Hombre,61,,,,1,4.1,3,25,72,123,0.61,130,8.5,231,,"3,342,717,789",3,243,"3,372,475,525",2,Raffael Cortes Perez,63984121755,RAH13035025HDFRRA01,Hospital Regional Sur
2024_24035044,2024_24035044_02,Mujer,49,74.85,158.2,,1,2.9,3.2,45,99,161,0.51,123,3.8,78,,"1,475,820,202",3,243,"1,586,118,722",2,Martha Rodriguez Rodriguez,80799443526,MAM85035044HDFRRA01,Centro de Salud Urbano N01
2024_23008010,2024_23008010_02,Mujer,34,56.6,145.5,,1,5.1,2.3,28,48,75,0.54,63,7,61,,"2,923,725,601",3,233,"1,462,582,187",0,Beatriz Cortes Perez,90847011959,BEM71008010HDFRRA01,Centro de Salud Urbano N01
2024_23008010,2024_23008010_03,Mujer,77,,,,1,5.5,2.3,21,76,106,0.59,90,8.4,127,,"393,389,544",3,233,"4,898,297,802",0,Isabel Cortes Lopez,12874026596,ISM15008010HDFRRA01,HGZ 1 - Centro
2024_23008011,2024_23008011_02,Mujer,76,,,,1,4.7,2.2,28,62,92,0.66,86,4.2,50,,"3,263,939,709",3,233,"2,386,747,603",0,Ximena Lopez Ramirez,59954649443,XIM64008011HDFRRA01,HGZ 1 - Centro
2024_23008013,2024_23008013_01,Mujer,31,76.8,155,,1,5.4,3.1,27,82,121,0.62,88,10.3,147,,"5,955,998,392",3,233,"2,979,464,677",0,Lucia Perez Martinez,98734553136,LUM78008013HDFRRA01,Hospital Regional Sur
2024_23008019,2024_23008019_01,Hombre,78,,,,1,4.3,3,32,52,87,0.86,100,5.1,49,,"9,403,590,188",3,233,"817,464,904",2,Eduardo Sanchez Martinez,34717322729,EDH60008019HDFRRA01,Clínica 14 - Santa Fe
2024_23008030,2024_23008030_02,Hombre,49,82.5,172.2,,1,4.4,3,30,109,146,0.78,83,6.6,108,,"5,581,355,038",3,233,,0,Eduardo Garcia Hernandez,29828754803,EDH63008030HDFRRA01,Unidad Médica Familiar 22
2024_23008030,2024_23008030_03,Mujer,42,67.35,162.5,,1,3.4,2.7,27,84,113,0.48,72,4.7,93,,"303,755,918",3,233,"1,519,526,985",0,Gabriela Perez Hernandez,30829814784,GAM85008030HDFRRA01,Clínica 14 - Santa Fe
2024_31069003,2024_31069003_01,Mujer,36,44.85,138.4,,1,3.1,3.3,35,62,104,0.51,81,2.5,47,,"6,552,154,016",2,312,"4,547,274,295",0,Sofia Cortes Martinez,58927766900,SOM68069003HDFRRA01,HGZ 1 - Centro
2024_31069004,2024_31069004_01,Mujer,42,53.55,142.9,,1,3.7,3.2,35,88,149,0.57,90,7.4,172,,"6,552,154,016",2,312,"4,547,274,295",0,Ximena Gonzalez Hernandez,56859722065,XIM28069004HDFRRA01,Centro de Salud Urbano N01
2024_31069007,2024_31069007_01,Hombre,63,,,,1,5.5,3.6,35,110,182,0.89,136,4.5,301,9,"1,445,740,716",2,312,"7,357,267,998",2,Ricardo Garcia Sanchez,61737277677,RIH27069007HDFRRA01,Unidad Médica Familiar 22
2024_31069010,2024_31069010_01,Mujer,46,75.6,151,,1,2.6,3.1,38,71,121,0.49,93,9.1,123,,"6,061,493,099",2,312,"5,096,570,974",0,Gabriela Lopez Rodriguez,89815681661,GAM18069010HDFRRA01,Centro de Salud Urbano N01
2024_31069010,2024_31069010_02,Hombre,20,55.65,168.8,,1,4.1,3.7,35,70,104,0.69,92,9.8,60,5,"1,250,100,311",2,312,,0,Luis Garcia Garcia,64956978071,LUH30069010HDFRRA01,Centro de Salud Urbano N01
2024_31069016,2024_31069016_01,Mujer,39,62.8,141.4,,1,3.3,3.4,29,63,137,0.49,78,8.6,364,,"6,147,700,065",2,312,"4,266,578,351",0,Gabriela Cortes Martinez,55816731718,GAM22069016HDFRRA01,Unidad Médica Familiar 22
2024_31069018,2024_31069018_02,Mujer,25,68.1,155.2,,1,2.4,3.1,31,52,93,0.44,81,14.7,102,,"1,383,232,515",2,312,"9,599,801,289",0,Lucia Martinez Martinez,73728726580,LUM21069018HDFRRA01,Centro de Salud Urbano N01
2024_31069019,2024_31069019_01,Mujer,69,,,,1,3.7,2.7,40,66,115,0.51,84,15.9,116,,"7,082,410,444",2,312,"3,951,560,237",0,Beatriz Rodriguez Lopez,87967669440,BEM11069019HDFRRA01,Hospital Regional Sur
2024_31069019,2024_31069019_02,Mujer,35,57.6,141.8,,1,2.4,3,39,56,106,0.55,81,9.1,59,,"6,192,592,081",2,312,"5,209,450,563",0,Isabel Garcia Garcia,17864994665,ISM16069019HDFRRA01,Clínica 14 - Santa Fe
2024_14083010,2024_14083010_01,Mujer,57,112.2,152.4,,1,3.6,3.6,62,91,157,0.57,93,12.7,45,,"1,545,559,092",2,142,,0,Ana Cortes Rodriguez,30866657151,ANM66083010HDFRRA01,Centro de Salud Urbano N01
2024_24037012,2024_24037012_01,Hombre,37,67.15,171.8,,1,5.8,3.6,65,45,120,0.87,89,7.8,89,,"1,978,147,292",2,242,,0,Juan Lopez Lopez,59997879866,JUH17037012HDFRRA01,HGZ 1 - Centro
2024_24037022,2024_24037022_01,Hombre,70,,,,1,9.2,3.5,38,89,145,1.07,106,10,232,,"3,402,069,543",2,242,"2,354,444,139",2,Luis Ramirez Martinez,37745829152,LUH42037022HDFRRA01,HGZ 1 - Centro
2024_24037024,2024_24037024_02,Mujer,56,70.2,148.3,,1,5.4,4.2,55,138,207,0.61,130,10.5,147,,"2,597,815,217",2,242,,2,Ximena Gonzalez Garcia,75788539929,XIM71037024HDFRRA01,Clínica 14 - Santa Fe
2024_24037025,2024_24037025_01,Mujer,22,40.6,150.3,,1,3.5,4,52,64,124,0.52,92,7.6,114,,"5,383,307,594",2,242,"2,480,808,393",0,Sofia Garcia Rodriguez,41969838002,SOM98037025HDFRRA01,Hospital Regional Sur
2024_24037026,2024_24037026_01,Hombre,71,,,,1,5.5,3.6,28,88,164,0.94,106,4.5,274,,"1,702,769,356",2,242,"1,609,579,287",2,Antonio Ramirez Ramirez,41778486013,ANH52037026HDFRRA01,Clínica 14 - Santa Fe
2024_24037026,2024_24037026_03,Hombre,36,69.8,161.5,,1,5.1,3.5,24,60,107,0.95,90,5.7,171,5,"3,423,293,786",2,242,,0,Ricardo Sanchez Gonzalez,97944161937,RIH73037026HDFRRA01,Centro de Salud Urbano N01
2024_24037032,2024_24037032_01,Hombre,51,60.1,152.9,,1,5.3,4,56,122,191,0.68,94,6.4,164,,"3,767,883,046",1,241,,0,Miguel Garcia Lopez,42907531256,MIH45037032HDFRRA01,Centro de Salud Urbano N01
2024_24037032,2024_24037032_02,Mujer,42,51.55,141.5,,1,4.1,3,28,80,141,0.53,98,7.7,225,,"7,736,203,446",1,241,"3,089,373,595",0,Elena Rodriguez Sanchez,71864759468,ELM49037032HDFRRA01,Unidad Médica Familiar 22
2024_24037033,2024_24037033_01,Hombre,69,,,,1,4.9,4,36,91,141,0.84,93,3,133,,"1,505,617,905",1,241,"5,300,084,769",0,Ricardo Martinez Perez,98967243081,RIH58037033HDFRRA01,Unidad Médica Familiar 22
2024_24037033,2024_24037033_03,Mujer,26,69,151.5,,1,4.7,4,40,100,158,0.62,87,15.6,287,,"7,736,203,446",1,241,"3,089,373,595",0,Ana Perez Hernandez,45999372433,ANM89037033HDFRRA01,Hospital Regional Sur
2024_24037034,2024_24037034_01,Mujer,34,55.3,146.1,,1,3.7,1.7,26,72,107,0.52,83,4.4,99,5,"7,736,203,446",1,241,"3,089,373,595",0,Elena Martinez Ramirez,89798145667,ELM48037034HDFRRA01,Unidad Médica Familiar 22
2024_24037038,2024_24037038_01,Hombre,68,,,,1,5.3,3.5,36,102,165,0.85,86,6.7,252,,"1,505,617,905",1,241,"5,300,084,769",0,Javier Gonzalez Martinez,54874684808,JAH21037038HDFRRA01,Hospital Regional Sur
2024_24037038,2024_24037038_03,Hombre,44,54.7,154.6,,1,4.2,2.8,32,58,103,0.81,86,3.1,61,,"5,871,730,038",1,241,,0,Ricardo Sanchez Cortes,17919772446,RIH85037038HDFRRA01,Hospital Regional Sur
